//Card Title,Card ID,Card Value,Card Type,Card Sub Type,Card Badge,Card Series,Year,Peak,Team,Franchise,LastName,FirstName,NickName,UniformNumber,DayOB,MonthOB,YearOB,Bats,Throws,Position,Pitcher Role,Contact,Gap,Power,Eye,Avoid Ks,BABIP,Contact vL,Gap vL,Power vL,Eye vL,Avoid K vL,BABIP vL,Contact vR,Gap vR,Power vR,Eye vR,Avoid K vR,BABIP vR,GB Hitter Type,FB Hitter Type,BattedBallType,Speed,Steal Rate,Stealing,Baserunning,Sac bunt,Bunt for hit,Stuff,Movement,Control,pHR,pBABIP,Stuff vL,Movement vL,Control vL,pHR vL,pBABIP vL,Stuff vR,Movement vR,Control vR,pHR vR,pBABIP vR,Fastball,Slider,Curveball,Changeup,Cutter,Sinker,Splitter,Forkball,Screwball,Circlechange,Knucklecurve,Knuckleball,Stamina,Hold,GB,Velocity,Arm Slot,Height,Infield Range,Infield Error,Infield Arm,DP,CatcherAbil,CatcherFrame,Catcher Arm,OF Range,OF Error,OF Arm,Pos Rating P,Pos Rating C,Pos Rating 1B,Pos Rating 2B,Pos Rating 3B,Pos Rating SS,Pos Rating LF,Pos Rating CF,Pos Rating RF,LearnC,Learn1B,Learn2B,Learn3B,LearnSS,LearnLF,LearnCF,LearnRF,era,tier,MissionValue,limit,owned,brefid,Buy Order High,Sell Order Low,Last 10 Price,Last 10 Price(VAR),date,
Snapshot SP Lance McCullers Jr. HOU 2020,70731,65,7,,,,2020,N,Houston Astros,HOU,McCullers Jr.,Lance,Perdomo,43,2,10,1993,2,1,1,11,3,2,1,2,1,1,3,2,1,2,1,1,3,3,2,3,1,1,1,0,0,15,3,6,26,6,23,69,83,60,77,97,77,87,67,88,87,62,82,56,72,104,0,85,75,69,51,76,0,0,0,0,0,0,63,105,0,92-94,3,185,25,20,23,23,0,0,0,3,4,9,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,1,mcculla02,26,110,100,7000,2025-03-14,
MLB 2025 Live SP Lance McCullers Jr. HOU,72241,78,1,,,,2025,N,Houston Astros,HOU,McCullers Jr.,Lance,Perdomo,43,2,10,1993,2,1,1,11,25,19,8,26,23,28,25,19,8,25,22,28,26,20,9,27,24,29,0,0,0,23,20,17,31,44,20,78,95,66,96,94,75,90,66,92,86,82,99,67,100,99,0,100,100,91,78,96,0,0,0,0,0,0,53,61,0,94-96,3,185,30,30,46,32,0,0,0,0,0,0,74,0,49,13,15,0,0,0,0,0,1,1,1,0,0,0,0,8,2,5,0,0,mcculla02,400,0,714,0,2025-03-14,
MLB 2025 Live CF Grant McCray SF,72706,50,1,,,,2025,N,San Francisco Giants,,McCray,Grant,,58,7,12,2000,2,1,8,0,67,87,55,65,49,87,63,81,52,61,45,81,68,89,57,67,51,89,0,0,0,85,70,82,82,55,54,1,20,1,1,60,1,20,1,1,59,1,21,1,1,62,5,0,0,0,0,0,0,0,0,0,0,0,7,3,3,75-80,3,188,45,44,57,18,3,3,1,88,87,67,91,0,77,23,33,13,110,86,96,0,1,1,1,1,1,1,1,8,0,1,0,1,mccragr01,8,49,35,0,2025-03-14,
MLB 2025 Live SS Mason McCoy SD,72665,40,1,,,,2025,N,San Diego Padres,SDP,McCoy,Mason,,82,31,3,1995,1,1,6,0,61,79,40,66,53,73,63,82,42,68,55,75,61,79,40,66,53,73,0,0,0,76,68,80,74,55,31,1,23,7,1,68,1,22,7,1,66,1,24,7,1,70,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,75-80,3,180,77,69,65,72,1,1,2,56,55,54,126,0,77,82,69,64,63,27,52,0,1,1,1,1,1,1,1,8,0,1,0,0,mccoyma01,15,87,60,0,2025-03-14,
Snapshot 2B Benny McCoy PHA 1941,71076,73,7,,,,1941,N,Philadelphia Athletics,OAK,McCoy,Benny,,2,9,11,1915,2,1,4,0,68,42,70,123,80,56,53,29,47,148,59,48,74,48,78,117,92,59,0,1,0,59,17,58,46,31,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,24,2,90-92,4,175,77,54,48,61,0,0,0,8,6,7,0,0,0,72,0,51,0,0,0,0,0,1,0,1,0,0,0,1,2,5,0,1,mccoybe01,101,695,225,0,2025-03-14,
Snapshot 1B Willie McCovey SF 1979,70835,50,7,,,,1979,N,San Francisco Giants,SFG,McCovey,Willie,Stretch,44,10,1,1938,2,2,3,0,45,33,91,74,40,52,60,18,81,69,45,77,39,37,95,76,39,41,0,2,0,15,20,6,39,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,23,2,89-91,4,193,19,18,18,18,0,0,0,8,6,9,0,0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,1,mccovwi01,14,62,64,0,2025-03-14,
Snapshot SP Jim McCormick PIT 1887,70745,51,7,,,,1887,N,Pittsburgh Alleghenys,PIT,McCormick,Jim,,44,3,11,1856,1,1,1,11,55,99,1,16,64,47,57,101,1,17,67,48,55,98,1,16,64,47,0,0,0,58,101,96,82,5,12,43,69,73,65,78,44,71,74,67,80,43,68,72,64,77,53,0,54,54,0,0,0,0,0,0,0,0,92,63,2,89-91,3,183,31,32,30,29,0,0,0,8,2,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,mccorji01,33,57,68,884,2025-03-14,
Reds Live 2 - Hardware Heroes 1B Frank McCormick CIN 1940,72768,94,9,,ME,Reds Live 2,1940,N,Cincinnati Reds,,McCormick,Frank,Buck,10,9,6,1911,1,1,3,0,113,94,93,70,133,91,121,88,51,74,144,98,111,97,114,69,130,89,0,0,0,33,17,52,51,4,5,1,3,1,4,1,1,3,1,4,1,1,3,1,4,1,33,0,0,0,0,0,0,0,0,0,0,0,1,7,2,90-92,3,193,89,83,63,72,0,0,0,7,7,5,0,0,108,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,50,0,0,mccorfr01,0,8489,9128,0,2025-03-14,
MLB 2025 Live LF Chas McCormick HOU,72235,72,1,,,,2025,N,Houston Astros,HOU,McCormick,Chas,,20,19,4,1995,1,2,7,0,74,67,78,66,63,86,76,69,81,68,65,88,74,67,78,66,63,86,2,2,0,77,58,79,73,55,46,1,20,1,1,60,1,21,1,1,61,1,20,1,1,60,5,0,0,0,0,0,0,0,0,0,0,0,5,0,3,75-80,4,183,17,29,40,14,1,1,2,73,80,62,55,0,34,0,0,0,89,59,77,0,1,0,0,0,1,1,1,8,2,5,0,0,mccorch01,400,775,782,0,2025-03-14,
All-Time Legend SP Bob McClure ML4 Peak,71340,59,4,,,,1982,Y,Milwaukee Brewers,MIL,McClure,Bob,,10,29,4,1952,1,2,1,11,15,30,23,27,15,16,16,31,24,28,16,16,15,30,23,27,15,16,1,0,0,16,5,6,28,28,8,69,80,49,80,80,103,99,40,109,80,60,76,52,75,80,56,0,100,96,0,0,0,0,0,0,63,0,55,115,4,87-89,3,180,34,13,22,19,0,0,0,10,7,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,mcclubo01,14,54,55,0,2025-03-14,
Snapshot 1B Lloyd McClendon PIT 1991,71125,57,7,,,,1991,N,Pittsburgh Pirates,PIT,McClendon,Lloyd,,22,11,1,1959,1,1,3,0,67,58,77,71,94,44,98,48,111,82,90,98,59,62,70,67,95,27,2,1,0,43,33,37,37,4,7,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,33,0,0,0,0,0,0,0,0,0,0,0,1,10,2,90-92,3,180,40,26,32,31,56,66,59,52,44,55,0,56,50,0,0,0,57,0,47,1,1,0,0,0,1,0,1,4,0,1,0,2,mcclell01,15,88,48,0,2025-03-14,
MLB 2025 Live SP Shane McClanahan TB,71894,96,1,,,,2025,N,Tampa Bay Rays,TBD,McClanahan,Shane,,18,28,4,1997,2,2,1,11,17,17,2,14,17,18,17,17,2,14,16,18,18,18,3,15,18,19,0,0,0,18,16,13,25,19,3,86,87,96,82,98,92,92,99,87,104,84,86,96,82,96,133,119,123,95,0,0,0,0,0,0,0,0,57,74,1,97-99,3,185,40,14,39,3,1,1,3,32,3,6,65,0,49,0,0,0,4,0,0,0,1,0,0,0,1,0,0,8,4,75,0,0,mcclash01,4751,5500,7001,0,2025-03-14,
MLB 2025 Live RF Jake McCarthy AZ,72572,63,1,,,,2025,N,Arizona Diamondbacks,ARI,McCarthy,Jake,,31,30,7,1997,2,2,9,0,88,89,42,65,85,88,82,85,41,62,79,84,90,90,43,66,87,89,1,1,0,94,83,90,90,57,55,1,20,1,1,60,1,21,1,1,62,1,20,1,1,59,33,0,0,0,0,0,0,0,0,0,0,0,1,0,4,90-92,3,188,27,29,47,16,1,1,1,75,75,65,69,0,49,0,0,0,92,63,80,0,1,0,0,0,1,1,1,8,1,2,0,1,mccarja02,35,83,66,0,2025-03-14,
Snapshot SP Brandon McCarthy OAK 2012,69461,73,7,,,,2012,N,Oakland Athletics,OAK,McCarthy,Brandon,Mac,32,7,7,1983,1,1,1,11,3,3,2,3,1,1,3,3,2,3,1,1,3,3,2,3,1,1,0,2,0,10,5,6,14,25,24,53,82,85,86,76,45,76,78,77,74,58,90,92,97,77,46,0,54,0,60,66,0,0,0,0,0,0,71,33,3,89-91,3,203,26,31,26,23,0,0,0,5,10,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,5,0,0,mccarbr01,169,299,282,0,2025-03-14,
MLB 2025 Live C Kyle McCann ATH,72149,40,1,,,,2025,N,Athletics,OAK,McCann,Kyle,,52,2,12,1997,2,1,2,0,55,57,75,74,33,74,54,56,71,69,32,72,56,58,77,76,34,75,3,2,0,15,9,16,22,34,15,1,21,1,1,61,1,20,1,1,60,1,21,1,1,63,9,0,0,0,0,0,0,0,0,0,0,0,1,0,4,80-83,3,188,25,34,44,15,51,47,60,29,49,62,70,45,49,0,11,0,33,0,28,1,1,0,1,0,1,0,1,8,0,1,0,1,mccanky01,38,98,61,0,2025-03-14,
MLB 2025 Live CL James McArthur KC,72055,53,1,,,,2025,N,Kansas City Royals,KCR,McArthur,James,,66,11,12,1996,1,1,1,13,14,19,6,26,13,15,14,19,6,26,13,15,14,19,6,26,13,15,0,0,0,13,6,12,21,39,1,64,61,80,59,66,59,59,78,57,63,69,64,83,62,70,69,62,59,0,0,62,0,0,0,0,0,0,21,39,1,94-96,3,201,17,22,45,0,2,2,3,16,25,24,47,0,42,0,0,0,5,0,0,0,1,0,0,0,1,0,0,8,0,1,0,1,mcartja01,10,59,52,0,2025-03-14,
Rookie Sensation SP Ernie McAnally MON 1971,71546,61,3,,,,1971,N,Montreal Expos,WSN,McAnally,Ernie,,21,15,8,1946,1,1,1,11,4,3,5,5,2,1,4,2,8,8,2,2,4,4,4,4,2,1,1,2,0,25,4,6,45,22,59,63,104,37,94,124,46,121,29,124,117,77,92,46,73,130,69,0,79,0,0,72,0,0,0,0,0,0,69,76,1,90-92,3,185,32,20,25,23,0,0,0,1,8,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,mcanaer01,26,65,60,0,2025-03-14,
Unsung Heroes CF Jimmy McAleer CL4 1892,70438,64,8,,,,1892,N,Cleveland Spiders,CLE,McAleer,Jimmy,Loafer,41,10,7,1864,1,1,8,0,58,131,72,83,76,42,59,132,73,84,77,42,58,131,72,83,76,42,2,0,0,69,91,91,67,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,26,0,0,0,0,9,0,0,0,0,0,1,13,2,90-92,3,183,3,5,6,8,0,0,0,87,86,59,0,0,0,0,0,0,106,82,0,0,0,0,0,0,1,1,0,0,1,2,0,0,mcaleji01,26,0,107,1001,2025-03-14,
Rookie Sensation RF Nomar Mazara TEX 2016,71597,66,3,,,,2016,N,Texas Rangers,TEX,Mazara,Nomar,The Big Chill,30,26,4,1995,2,2,9,0,65,40,75,70,74,58,64,41,75,55,76,55,66,40,75,76,74,60,2,0,0,34,12,6,21,5,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,8,2,90-92,4,193,3,10,7,5,0,0,0,82,109,58,0,0,0,0,0,0,103,0,89,0,0,0,0,0,1,0,1,7,1,2,0,0,mazarno01,45,0,84,682,2025-03-14,
MLB 2025 Live RP Tim Mayza PIT,72497,54,1,,,,2025,N,Pittsburgh Pirates,PIT,Mayza,Tim,,58,15,1,1992,2,2,1,12,24,14,9,12,27,18,24,14,9,12,27,18,24,15,10,13,28,19,0,0,0,18,8,16,29,45,19,57,69,79,67,73,73,87,90,82,97,53,64,78,63,68,0,66,0,0,0,67,0,0,0,0,0,0,13,59,1,93-95,3,191,24,22,46,18,1,1,1,8,25,25,57,0,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,1,mayzati01,8,0,48,0,2025-03-14,
Snapshot SP Carl Mays CIN 1926,70761,90,7,,,,1926,N,Cincinnati Reds,CIN,Mays,Carl,Sub,37,12,11,1891,2,1,1,11,23,54,14,30,26,20,16,56,14,38,16,17,25,54,15,28,29,21,0,2,0,7,6,6,8,27,27,39,105,110,103,110,30,108,126,106,113,49,103,100,101,108,50,0,51,54,0,0,0,0,0,0,0,0,87,74,0,89-91,3,183,35,35,34,32,0,0,0,5,5,2,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,50,0,0,maysca01,0,7000,6505,0,2025-03-14,
Historical All-Star 2B Eddie Mayo DET 1945,71297,93,5,,,,1945,N,Detroit Tigers,DET,Mayo,Eddie,Hotshot,3,15,4,1910,2,1,4,0,86,75,79,66,97,77,70,50,10,56,82,58,97,85,111,70,103,86,3,0,0,45,58,58,42,57,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,25,2,89-91,3,180,100,88,84,89,0,0,0,10,4,6,0,0,0,116,101,0,0,0,0,0,0,1,1,0,0,0,0,1,4,50,0,0,mayoed01,4001,15000,7809,0,2025-03-14,
MLB 2025 Live SP Dustin May LAD,72637,90,1,,,,2025,N,Los Angeles Dodgers,LAD,May,Dustin,,85,6,9,1997,1,1,1,11,20,16,11,13,24,17,21,17,12,15,25,18,20,16,11,13,24,17,0,0,0,20,21,17,23,20,4,78,94,80,90,103,73,86,79,84,91,84,102,83,97,113,109,89,0,62,78,85,0,0,0,0,0,0,49,56,1,98-100,3,198,33,44,43,33,0,0,0,0,0,0,83,0,78,21,21,0,0,0,0,0,1,1,1,0,0,0,0,8,4,50,0,0,maydu01,4522,12222,7245,0,2025-03-14,
Unsung Heroes SS Dal Maxvill STL 1968,70463,55,8,,,,1968,N,St. Louis Cardinals,STL,Maxvill,Dal,,27,18,2,1939,1,1,6,0,74,39,20,86,80,68,85,49,29,109,82,85,72,37,16,79,80,63,0,0,0,49,11,6,41,10,3,1,3,1,4,1,1,3,1,4,1,1,3,1,4,1,33,0,0,0,0,0,0,0,0,0,0,0,1,2,2,90-92,4,180,75,75,78,83,0,0,0,5,1,2,0,0,0,88,0,72,0,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,maxvida01,30,51,40,1101,2025-03-14,
Rookie Sensation RP Tim Mauser SD 1993,71471,56,3,,,,1993,N,San Diego Padres,SDP,Mauser,Tim,,52,4,10,1966,1,1,1,12,3,3,2,3,1,1,3,3,2,3,1,1,3,3,2,3,1,1,2,0,0,11,5,6,16,29,21,97,67,53,59,84,110,68,62,60,86,86,67,45,59,83,68,0,122,0,0,0,0,0,0,0,0,0,23,46,2,89-91,3,183,27,20,23,23,0,0,0,6,7,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,mauseti01,6,25,27,0,2025-03-14,
MLB 2025 Live SS Ronny Mauricio NYM,72327,45,1,,,,2025,N,New York Mets,NYM,Mauricio,Ronny,,10,4,4,2001,3,1,6,0,68,76,75,44,74,64,69,77,76,45,75,64,68,76,75,44,74,64,2,2,0,65,69,74,65,67,60,1,21,1,1,63,1,21,1,1,63,1,21,1,1,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,90-92,4,191,61,68,74,57,1,1,1,65,63,64,117,0,94,63,65,51,77,44,67,0,1,1,1,1,1,1,1,8,0,1,0,0,mauriro01,16,84,39,0,2025-03-14,
MLB 2025 Live SP Steven Matz STL,72526,64,1,,,,2025,N,St. Louis Cardinals,STL,Matz,Steven,Matzy,32,29,5,1991,1,2,1,11,39,34,8,35,38,42,40,34,9,36,39,43,39,34,8,35,38,42,0,0,0,13,18,10,11,43,22,68,71,82,79,57,71,74,82,82,59,66,71,82,79,56,89,75,73,77,0,0,0,0,0,0,0,0,53,41,3,94-96,3,188,41,33,54,17,0,0,0,20,30,40,83,0,66,0,0,0,14,0,6,0,1,0,0,0,1,0,1,8,1,2,0,1,matzst01,34,70,82,0,2025-03-14,
Keith Hernandez Mission - Snapshot 1B Don Mattingly NYY 1992,71136,68,7,,,Keith Hernandez Mission,1992,N,New York Yankees,NYY,Mattingly,Don,Donnie Baseball,23,20,4,1961,2,2,3,0,102,84,71,47,135,76,101,115,34,38,113,83,104,77,83,51,144,75,2,2,0,9,9,16,24,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,16,2,89-91,3,183,86,90,81,94,0,0,0,7,1,2,0,0,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,2,0,1,mattido01,69,999,157,0,2025-03-14,
Rookie Sensation RP Ryan Mattheus WAS 2011,71463,53,3,,,,2011,N,Washington Nationals,WSN,Mattheus,Ryan,,52,10,11,1983,1,1,1,12,3,2,2,3,1,1,3,3,2,3,1,1,3,2,2,3,1,1,1,0,0,5,4,6,5,23,23,28,114,47,116,111,27,101,47,106,92,29,124,48,124,125,31,27,0,0,0,44,25,0,0,0,0,0,16,110,2,88-90,3,191,27,20,23,23,0,0,0,1,7,6,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,matthry01,6,100,21,1113,2025-03-14,
Tokyo Series Celebration - Snapshot SP Daisuke Matsuzaka BOS 2008,72830,81,7,,,Tokyo Series Celebration,2008,N,Boston Red Sox,BOS,Matsuzaka,Daisuke,Dice-K,18,13,9,1980,1,1,1,11,3,3,1,3,1,1,3,3,1,3,1,1,3,3,1,3,1,1,0,0,0,6,4,6,7,21,2,96,118,40,109,138,100,113,30,105,129,92,122,51,111,145,79,94,0,0,89,65,83,0,0,0,0,0,66,39,4,91-93,4,183,35,20,26,23,0,0,0,6,9,8,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,0,matsuda01,1500,6889,8145,0,2025-03-20,
MLB 2025 Live RP Yuki Matsui SD,72654,66,1,,,,2025,N,San Diego Padres,SDP,Matsui,Yuki,,1,30,10,1995,2,2,1,12,15,13,2,20,13,17,15,13,2,20,12,17,16,14,3,21,14,18,0,0,0,18,27,24,3,35,9,97,74,61,60,104,98,75,61,61,104,96,74,61,60,104,87,90,95,0,99,0,112,0,0,0,0,0,14,64,4,92-94,4,173,11,28,61,6,0,0,1,11,12,43,51,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,2,0,0,matsuyu01,0,101,78,0,2025-03-14,
Tokyo Series Celebration - Unsung Heroes 2B Kazuo Matsui COL 2007,72836,85,8,,,Tokyo Series Celebration,2007,N,Colorado Rockies,COL,Matsui,Kazuo,Kaz,7,23,10,1975,3,1,4,0,96,84,42,61,83,101,86,66,51,50,82,87,99,94,40,66,84,106,0,1,0,99,92,103,98,106,102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,24,2,90-92,3,178,102,96,67,104,0,0,0,6,6,4,0,0,0,125,0,102,0,0,0,0,0,1,0,1,0,0,0,6,3,15,0,0,matsuka01,3669,6555,6506,0,2025-03-20,
Historical All-Star LF Hideki Matsui NYY 2004,71251,86,5,,,,2004,N,New York Yankees,NYY,Matsui,Hideki,Godzilla,55,12,6,1974,2,1,7,0,83,72,96,102,83,81,78,64,74,99,86,73,85,75,106,103,82,86,0,0,0,20,9,16,26,4,6,1,3,1,4,1,1,3,1,4,1,1,3,1,4,1,41,0,0,0,0,0,0,0,0,0,0,0,1,15,2,92-94,3,188,3,6,6,3,0,0,0,48,45,60,0,0,0,0,0,0,54,14,0,0,0,0,0,0,1,1,0,5,3,15,0,0,matsuhi01,1200,2999,3131,7180,2025-03-14,
MLB 2025 Live RF Luis Matos SF,72704,49,1,,,,2025,N,San Francisco Giants,SFG,Matos,Luis,,29,28,1,2002,1,1,9,0,73,79,66,53,102,52,74,80,67,54,104,53,73,79,66,53,101,52,0,0,0,62,35,73,64,62,56,1,22,4,1,66,1,22,4,1,64,1,23,5,1,67,17,0,0,0,0,0,0,0,0,0,0,0,8,3,4,84-86,3,180,24,30,39,11,2,2,3,77,75,65,63,0,38,0,5,0,94,65,82,0,1,0,1,0,1,1,1,8,0,1,0,1,matoslu02,6,30,29,0,2025-03-14,
Negro League Star SP Verdell Mathis MRS 1943,71728,58,2,,,,1943,N,Memphis Red Sox,MRS,Mathis,Verdell,,93,18,11,1913,2,2,1,11,48,41,1,60,25,66,47,40,1,59,25,65,49,42,2,61,26,67,0,0,0,10,4,12,29,28,6,55,74,71,71,82,54,72,71,70,77,55,76,72,72,84,56,0,71,62,0,0,0,0,62,0,0,0,66,60,2,89-91,3,180,29,25,26,25,26,27,30,74,59,59,63,10,40,0,0,0,86,57,0,1,0,0,0,0,1,1,0,1,0,1,0,1,mathive01,6,48,34,2612,2025-03-14,
Historical All-Star 3B Eddie Mathews ML1 1953,72727,94,5,,,,1953,N,Milwaukee Braves,,Mathews,Eddie,,41,13,10,1931,2,1,5,0,72,105,127,114,67,78,69,86,140,89,57,80,74,112,122,124,71,78,1,0,0,34,17,8,28,3,3,1,3,1,4,1,1,3,1,4,1,1,3,1,4,1,29,0,0,0,0,0,0,0,0,0,0,0,1,11,2,89-91,4,185,73,55,83,44,0,0,0,4,4,2,0,0,0,0,68,0,0,0,0,0,0,0,1,0,0,0,0,2,4,50,0,0,matheed01,4001,44441,9572,0,2025-03-14,
MLB 2025 Live 2B Jorge Mateo BAL,71799,47,1,,,,2025,N,Baltimore Orioles,BAL,Mateo,Jorge,,3,23,6,1995,1,1,4,0,71,100,52,52,73,71,74,105,55,54,77,73,70,99,52,51,72,71,1,1,0,96,101,94,93,47,62,1,28,1,1,84,1,28,1,1,84,1,28,1,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75-80,3,185,76,73,75,68,1,1,1,73,56,72,127,0,88,83,76,68,88,58,78,0,1,1,1,1,1,1,1,8,0,1,0,1,mateojo01,9,40,37,0,2025-03-14,
MLB 2025 Live 3B Miles Mastrobuoni SEA,72185,44,1,,,,2025,N,Seattle Mariners,SEA,Mastrobuoni,Miles,,20,31,10,1995,2,1,5,0,74,75,28,76,76,73,72,74,27,75,73,72,75,76,29,77,78,74,1,1,0,66,61,85,69,65,59,1,28,1,1,83,1,28,1,1,83,1,28,1,1,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,90-92,2,178,66,67,55,63,1,1,1,63,58,50,118,0,71,69,57,51,71,38,58,0,1,1,1,1,1,1,1,8,0,1,0,1,mastrmi01,12,100,53,0,2025-03-14,
MLB 2025 Live 2B Michael Massey KC,72051,58,1,,,,2025,N,Kansas City Royals,KCR,Massey,Michael,,19,22,3,1998,2,1,4,0,77,106,77,52,83,74,74,100,73,48,77,72,79,108,79,53,87,75,0,0,0,46,25,74,54,58,42,1,22,1,6,54,1,21,1,6,53,1,22,1,6,55,28,0,0,0,0,0,0,0,0,0,0,0,56,0,2,88-90,4,183,67,68,54,68,4,4,2,55,52,45,119,0,80,71,57,52,60,24,47,0,1,1,1,1,1,1,1,8,0,1,0,1,massemi02,7,66,54,0,2025-03-14,
Snapshot C Phil Masi CWS 1950,71169,64,7,,,,1950,N,Chicago White Sox,CHW,Masi,Phil,,38,6,1,1916,1,1,2,0,73,64,54,83,85,61,96,56,77,123,91,95,67,68,46,75,83,53,0,2,0,41,14,67,48,28,10,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,33,0,0,0,0,0,0,0,0,0,0,0,1,23,2,90-92,3,178,3,7,7,3,89,53,56,2,9,9,0,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,0,0,masiph01,26,84,80,0,2025-03-14,
Unsung Heroes CF Joe Marty PHI 1941,70432,62,8,,,,1941,N,Philadelphia Phillies,PHI,Marty,Joe,,35,1,9,1913,1,1,8,0,67,60,73,77,84,52,62,71,73,77,79,47,69,57,74,78,86,54,2,2,0,52,54,58,52,72,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,26,0,0,0,0,0,0,0,0,0,0,1,7,2,90-92,3,183,9,6,6,8,0,0,0,67,44,47,0,0,0,0,0,0,0,42,59,0,0,0,0,0,0,1,1,1,1,2,0,0,martyjo01,40,84,45,252,2025-03-14,
MLB 2025 Live RF Nick Martini CIN,72459,65,1,,,,2025,N,Cincinnati Reds,CIN,Martini,Nick,,23,27,6,1990,2,2,9,0,71,80,76,76,73,71,69,79,75,76,71,70,72,81,77,77,74,72,0,0,0,55,17,49,56,51,44,1,27,1,1,81,1,27,1,1,81,1,27,1,1,81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,75-80,4,180,30,30,47,13,0,0,0,64,72,60,73,0,43,0,0,0,77,44,66,0,1,0,0,0,1,1,1,8,1,2,0,1,martini02,91,124,97,0,2025-03-14,
MLB 2025 Live RP Seth Martinez MIA,72284,51,1,,,,2025,N,Miami Marlins,FLA,Martinez,Seth,,55,29,8,1994,1,1,1,12,31,16,5,25,31,33,32,17,6,26,32,34,31,16,5,25,31,33,0,0,0,23,11,17,43,39,26,61,70,69,61,90,56,63,68,56,77,66,78,71,67,101,64,62,0,57,0,57,0,0,0,0,0,0,17,52,3,91-93,3,188,30,45,38,22,1,1,2,5,3,3,80,0,61,11,14,0,0,0,0,0,1,1,1,0,0,0,0,8,0,1,0,1,martise01,10,59,60,0,2025-03-14,
MLB 2025 Live SP Nick Martinez CIN,72430,90,1,,,,2025,N,Cincinnati Reds,CIN,Martinez,Nick,Tricky,28,5,8,1990,2,1,1,11,29,16,1,18,29,32,29,16,1,17,28,32,30,17,1,19,30,33,0,0,0,21,36,11,15,46,17,63,97,102,99,94,61,88,98,89,87,65,103,105,106,99,72,60,56,72,63,68,0,0,0,0,0,0,53,57,4,93-95,3,185,22,12,52,25,0,0,0,0,0,0,48,0,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,4,50,0,0,martini01,4298,0,5661,0,2025-03-14,
MLB 2025 Live CL Justin Martinez AZ,72557,93,1,,,,2025,N,Arizona Diamondbacks,ARI,Martinez,Justin,,63,30,7,2001,1,1,1,13,24,30,6,19,22,26,24,30,6,19,22,26,24,30,6,19,22,26,0,0,0,16,3,20,24,85,2,110,113,49,133,74,93,98,48,113,70,127,128,51,152,80,139,134,0,0,0,136,117,0,0,0,0,0,17,48,0,99-101,3,191,36,48,60,25,2,2,1,12,18,28,89,0,74,22,33,0,0,0,0,0,1,1,1,0,0,0,0,8,4,50,0,1,martiju01,4566,6150,5533,0,2025-03-14,
